Cliente,Auto,Ubicación,Fecha,Pago,Seguro Empresa
1920,115,9,17/06/2016,Credito,NO
3770,131,189,11/09/2015,Credito,SI
3820,121,301,01/08/2018,Credito,NO
1005,17,270,12/06/2017,Credito,NO
3006,113,228,15/10/2019,Efectivo,SI
1323,45,386,28/11/2019,Efectivo,SI
1723,6,539,04/11/2016,Credito,SI
430,139,187,05/03/2016,Efectivo,SI
3924,121,29,15/12/2016,Credito,NO
3820,48,370,11/09/2015,Credito,NO
2401,59,281,24/05/2016,Efectivo,NO
3421,13,80,10/03/2018,Efectivo,NO
584,13,470,04/09/2018,Credito,SI
3305,105,568,11/11/2019,Credito,SI
1916,47,533,27/11/2018,Credito,NO
1469,61,434,07/10/2015,Efectivo,SI
1416,105,168,08/04/2015,Credito,NO
3926,151,36,14/05/2015,Credito,SI
2776,103,486,11/05/2016,Credito,NO
2016,88,282,03/03/2017,Efectivo,NO
1062,133,39,23/12/2016,Efectivo,SI
2447,4,418,21/01/2017,Credito,NO
2042,88,339,27/01/2017,Credito,NO
2560,136,586,03/09/2017,Credito,SI
2845,65,595,07/02/2019,Efectivo,NO
2271,72,66,28/10/2018,Efectivo,SI
2769,119,3,29/04/2018,Credito,SI
33,134,518,13/07/2019,Efectivo,NO
557,145,19,21/12/2017,Credito,SI
3506,120,125,16/09/2016,Efectivo,SI
300,3,217,09/04/2016,Credito,NO
3122,113,219,08/03/2017,Credito,NO
2416,147,583,20/08/2017,Credito,NO
1147,19,182,17/05/2019,Efectivo,NO
206,49,22,17/09/2019,Efectivo,NO
1014,117,420,22/09/2018,Credito,SI
2690,12,44,04/12/2017,Efectivo,SI
3553,85,61,08/10/2017,Credito,NO
3615,1,543,17/02/2015,Credito,NO
649,48,421,06/07/2016,Efectivo,NO
1672,99,231,23/11/2016,Efectivo,SI
358,93,32,24/06/2019,Credito,SI
3879,154,23,27/09/2017,Credito,SI
3984,64,451,15/12/2015,Efectivo,SI
1174,105,232,11/03/2017,Credito,SI
1206,49,467,05/05/2016,Efectivo,SI
967,43,11,23/12/2018,Efectivo,NO
1885,66,369,08/04/2017,Credito,SI
787,30,546,26/05/2017,Efectivo,NO
1800,70,562,31/08/2018,Credito,SI
1472,21,324,18/10/2017,Credito,SI
2081,70,329,28/01/2019,Efectivo,NO
3365,117,1,15/02/2016,Efectivo,SI
3101,117,29,26/07/2017,Efectivo,NO
2894,125,395,05/07/2019,Efectivo,NO
1952,100,196,08/05/2019,Efectivo,SI
1791,145,559,30/01/2016,Efectivo,NO
350,75,514,15/11/2016,Efectivo,SI
438,97,192,10/09/2017,Credito,SI
972,136,427,23/06/2019,Efectivo,SI
2894,94,496,14/04/2017,Efectivo,SI
299,26,247,15/08/2018,Efectivo,SI
1150,154,577,11/09/2015,Credito,NO
2497,139,554,13/07/2019,Efectivo,NO
1878,86,355,18/06/2016,Efectivo,NO
2032,88,448,22/07/2019,Credito,NO
1529,99,572,17/06/2019,Efectivo,NO
2031,140,10,27/09/2016,Credito,NO
3624,122,58,21/04/2019,Credito,NO
3167,116,497,20/02/2016,Efectivo,NO
2723,81,325,10/12/2018,Efectivo,NO
2704,34,224,25/12/2019,Credito,SI
3240,85,69,15/07/2019,Credito,SI
2087,3,320,20/05/2017,Efectivo,SI
834,131,114,27/07/2015,Credito,NO
1893,19,485,01/10/2018,Efectivo,SI
2953,94,120,19/10/2018,Efectivo,NO
3376,60,375,09/07/2017,Credito,SI
2667,131,191,02/03/2017,Efectivo,SI
798,14,189,18/03/2015,Efectivo,NO
165,73,300,12/09/2015,Efectivo,NO
649,122,30,11/07/2019,Credito,SI
3317,13,598,10/09/2016,Efectivo,SI
240,141,14,08/05/2017,Efectivo,NO
1278,31,331,16/11/2017,Credito,NO
2780,74,148,23/05/2015,Credito,SI
3605,74,467,05/04/2015,Efectivo,SI
2954,121,59,27/06/2016,Credito,SI
1114,82,427,28/01/2015,Efectivo,NO
2218,119,359,10/11/2017,Efectivo,NO
349,110,187,27/03/2015,Efectivo,NO
57,88,174,08/12/2016,Efectivo,SI
2539,38,306,06/05/2015,Credito,SI
1220,20,335,23/04/2015,Efectivo,NO
3404,153,113,01/08/2017,Efectivo,NO
2424,36,481,09/08/2015,Efectivo,SI
2829,13,183,28/02/2018,Efectivo,SI
1135,117,66,17/03/2016,Efectivo,NO
607,12,394,25/05/2018,Credito,NO
2152,152,6,18/01/2017,Credito,NO
1986,32,493,29/10/2018,Efectivo,NO
591,73,367,21/01/2015,Efectivo,NO
3829,144,549,09/11/2019,Credito,SI
1172,38,384,06/06/2018,Efectivo,SI
3220,147,375,06/12/2018,Credito,SI
3465,79,569,06/05/2018,Efectivo,NO
2158,55,380,30/03/2018,Efectivo,NO
1117,27,22,10/06/2019,Credito,NO
2737,106,66,16/04/2018,Credito,SI
3701,96,484,02/05/2019,Efectivo,SI
3676,11,565,06/10/2018,Efectivo,SI
2388,135,378,19/06/2019,Efectivo,NO
3338,153,438,27/01/2015,Credito,SI
244,71,17,07/10/2019,Efectivo,SI
2202,45,194,01/06/2018,Efectivo,SI
1978,22,38,17/08/2017,Efectivo,SI
3948,19,538,02/09/2016,Credito,SI
3840,156,289,14/08/2019,Efectivo,SI
2374,21,251,04/12/2019,Credito,SI
1618,21,125,24/05/2018,Efectivo,NO
1694,107,125,26/06/2015,Credito,NO
431,105,218,28/05/2015,Efectivo,NO
3131,123,549,03/05/2019,Credito,SI
3326,41,270,02/03/2018,Efectivo,NO
3954,109,262,17/05/2017,Efectivo,SI
628,115,131,25/08/2016,Credito,SI
3609,33,356,29/04/2019,Efectivo,NO
2902,15,543,27/05/2019,Efectivo,SI
3899,83,337,08/08/2016,Efectivo,SI
1847,127,436,12/12/2015,Credito,NO
2697,112,44,26/11/2016,Credito,NO
2883,52,498,17/06/2019,Credito,SI
357,103,49,21/05/2016,Credito,NO
94,100,99,12/09/2018,Efectivo,NO
2321,7,413,03/11/2019,Credito,SI
1076,38,601,17/11/2015,Credito,SI
3307,3,384,08/03/2017,Efectivo,NO
1609,61,169,19/02/2018,Efectivo,NO
665,152,109,17/06/2015,Credito,SI
261,43,279,23/10/2016,Credito,NO
2560,89,601,20/12/2015,Credito,NO
1599,71,586,07/03/2018,Credito,NO
1489,124,224,12/12/2017,Efectivo,SI
2000,102,438,14/12/2017,Efectivo,NO
2039,142,38,12/04/2019,Credito,NO
3777,32,254,22/01/2016,Efectivo,SI
3335,105,144,10/01/2018,Credito,SI
1477,112,60,02/09/2018,Credito,SI
3188,30,316,18/04/2017,Efectivo,SI
387,153,453,24/04/2016,Efectivo,SI
620,153,455,22/07/2018,Efectivo,SI
3531,82,91,11/04/2019,Efectivo,NO
2489,65,285,09/04/2016,Efectivo,SI
3821,23,104,10/09/2017,Efectivo,SI
3608,134,84,25/05/2019,Efectivo,NO
3680,11,384,14/05/2019,Credito,NO
3951,116,325,06/09/2018,Credito,NO
178,103,337,17/06/2015,Credito,SI
3698,41,14,27/06/2017,Efectivo,SI
880,149,65,24/10/2018,Credito,SI
1313,140,352,19/10/2016,Credito,SI
14,16,159,31/05/2018,Credito,SI
703,66,3,16/04/2015,Efectivo,SI
1889,66,119,24/06/2016,Efectivo,SI
3590,121,182,18/11/2017,Efectivo,NO
2567,69,206,18/11/2015,Credito,SI
1976,50,304,12/03/2019,Efectivo,SI
3796,124,570,23/11/2019,Efectivo,SI
621,73,562,20/04/2015,Credito,SI
3643,128,577,20/10/2018,Efectivo,NO
3597,78,54,28/08/2019,Credito,SI
3932,155,541,28/05/2016,Credito,SI
995,77,341,18/06/2016,Credito,SI
2820,117,137,14/06/2018,Credito,NO
47,149,478,25/08/2016,Credito,NO
962,122,494,05/12/2017,Efectivo,NO
1939,6,49,08/11/2017,Efectivo,NO
1565,103,83,14/10/2017,Credito,SI
1482,70,204,28/10/2018,Credito,SI
1715,144,511,13/12/2016,Efectivo,SI
3377,148,151,29/05/2019,Efectivo,SI
2167,82,42,26/12/2015,Credito,SI
1824,134,420,11/02/2015,Credito,SI
1043,58,300,08/06/2016,Credito,SI
627,20,296,01/11/2018,Efectivo,SI
1965,47,301,29/08/2016,Efectivo,SI
1701,90,132,23/05/2019,Efectivo,SI
2302,29,211,14/03/2017,Efectivo,NO
71,20,113,15/08/2019,Credito,NO
3360,32,351,02/10/2019,Efectivo,SI
2122,73,195,14/03/2019,Credito,SI
2101,67,186,24/07/2015,Efectivo,NO
106,53,300,16/08/2019,Credito,NO
2118,100,527,21/02/2017,Credito,NO
2831,119,349,09/12/2015,Efectivo,SI
3818,5,193,02/09/2016,Credito,NO
34,4,272,21/10/2019,Efectivo,SI
3052,127,558,02/12/2018,Credito,NO
1033,73,516,04/08/2016,Credito,NO
1503,9,561,17/10/2019,Credito,SI
1573,118,220,22/07/2017,Efectivo,SI
3057,44,192,09/08/2017,Efectivo,SI
2073,154,448,12/01/2018,Credito,SI
3631,143,464,10/08/2018,Credito,SI
3773,37,155,01/09/2019,Credito,NO
1114,72,370,19/02/2018,Efectivo,SI
3567,11,65,18/02/2015,Efectivo,SI
1292,67,460,21/01/2019,Efectivo,NO
3360,15,490,27/11/2015,Credito,SI
3406,42,559,09/09/2017,Efectivo,SI
2226,113,461,08/11/2017,Credito,NO
2906,128,411,16/08/2018,Credito,SI
3363,19,381,24/07/2015,Credito,SI
1301,78,24,08/02/2018,Credito,SI
1483,102,281,11/11/2017,Credito,SI
2867,7,531,01/08/2019,Efectivo,SI
2131,146,210,25/11/2016,Credito,SI
1978,151,99,31/12/2017,Efectivo,SI
3224,117,319,26/05/2018,Efectivo,SI
3586,155,450,04/07/2015,Efectivo,SI
1339,57,199,12/06/2015,Efectivo,SI
1588,101,9,24/07/2015,Credito,SI
3150,44,505,23/09/2016,Efectivo,SI
1530,128,348,13/03/2017,Credito,NO
2617,102,525,02/02/2018,Credito,SI
564,23,28,16/05/2016,Credito,SI
1556,79,231,15/04/2019,Efectivo,SI
2989,139,512,14/10/2015,Efectivo,SI
3472,96,61,17/02/2016,Efectivo,SI
1467,73,512,08/12/2017,Efectivo,SI
3362,22,444,28/05/2015,Efectivo,SI
1823,24,460,02/12/2018,Credito,NO
2506,45,22,14/06/2019,Credito,NO
2123,93,474,01/03/2015,Efectivo,SI
1479,16,530,27/11/2016,Credito,NO
14,138,273,02/03/2016,Credito,SI
3437,9,589,20/05/2015,Credito,NO
522,60,53,24/12/2018,Efectivo,NO
1412,7,434,30/04/2017,Credito,SI
1120,90,434,13/04/2016,Efectivo,SI
2293,150,4,19/01/2018,Efectivo,NO
2200,51,46,06/03/2016,Credito,NO
2649,62,138,24/02/2016,Credito,SI
1811,32,251,08/01/2017,Efectivo,SI
187,67,152,26/07/2015,Credito,SI
1064,13,557,04/10/2015,Efectivo,SI
2779,10,461,20/03/2019,Credito,SI
714,2,79,04/12/2018,Credito,NO
1407,154,93,06/03/2016,Efectivo,SI
2467,133,97,21/09/2018,Efectivo,NO
186,68,585,20/07/2018,Credito,NO
532,69,558,30/07/2019,Efectivo,NO
1777,108,221,05/10/2015,Credito,NO
611,9,505,25/05/2019,Credito,NO
3427,19,455,01/09/2016,Efectivo,NO
2664,61,246,16/02/2015,Efectivo,SI
1125,126,502,12/01/2017,Credito,NO
2180,1,353,18/07/2018,Credito,NO
726,126,296,20/01/2015,Credito,SI
1459,114,98,13/04/2016,Efectivo,NO
891,108,413,01/06/2018,Efectivo,SI
1310,6,383,30/11/2019,Efectivo,SI
1784,123,489,17/05/2017,Credito,SI
3709,64,289,16/05/2015,Credito,NO
3855,6,68,08/07/2016,Efectivo,SI
3227,41,92,26/10/2015,Credito,SI
2961,142,92,12/07/2016,Credito,NO
1713,37,346,15/12/2015,Efectivo,SI
3250,119,303,08/10/2019,Credito,NO
3889,26,45,29/06/2015,Efectivo,SI
25,114,21,13/08/2019,Credito,SI
308,85,407,30/04/2017,Efectivo,SI
3289,35,42,16/05/2017,Efectivo,SI
3506,107,508,12/09/2016,Credito,SI
3899,142,26,17/12/2015,Credito,NO
347,22,164,21/12/2018,Efectivo,NO
1447,111,57,23/03/2016,Credito,NO
288,4,526,16/02/2015,Credito,NO
3638,45,214,06/08/2019,Efectivo,NO
57,109,280,25/04/2015,Efectivo,SI
1431,54,31,06/10/2019,Credito,NO
2870,99,112,07/11/2019,Efectivo,NO
1452,4,202,14/05/2019,Efectivo,NO
1177,109,377,22/10/2016,Efectivo,SI
1023,60,69,14/03/2015,Credito,NO
2853,30,175,17/11/2016,Efectivo,SI
1623,86,374,18/01/2019,Credito,SI
19,51,587,08/11/2016,Efectivo,NO
3373,19,406,08/04/2018,Efectivo,NO
3082,73,56,16/11/2015,Credito,SI
1232,117,472,18/12/2016,Efectivo,NO
3980,125,579,28/08/2016,Credito,SI
548,76,205,05/04/2017,Efectivo,SI
3540,71,337,18/12/2015,Efectivo,SI
3446,125,565,01/10/2018,Efectivo,SI
1280,139,165,18/08/2016,Credito,SI
2480,22,511,31/01/2018,Efectivo,SI
1485,69,92,18/03/2018,Efectivo,NO
3761,29,461,04/06/2016,Efectivo,SI
1248,56,44,26/02/2017,Efectivo,NO
1155,33,517,11/10/2015,Credito,NO
122,90,12,13/04/2019,Credito,NO
3711,49,329,12/09/2017,Efectivo,SI
3652,36,215,30/08/2019,Credito,SI
183,21,67,20/03/2016,Credito,NO
760,57,483,28/02/2015,Efectivo,SI
2802,37,448,16/02/2015,Efectivo,SI
1154,105,520,17/03/2017,Efectivo,NO
2670,100,325,08/04/2017,Efectivo,SI
70,1,303,08/11/2018,Efectivo,NO
2421,121,296,02/02/2015,Credito,NO
3847,80,265,12/04/2019,Efectivo,NO
1247,31,546,12/09/2017,Credito,NO
2874,103,206,29/02/2016,Efectivo,SI
3908,87,3,21/07/2015,Efectivo,NO
2591,50,430,10/07/2016,Efectivo,SI
3864,57,14,08/04/2017,Efectivo,SI
1833,130,57,10/08/2018,Efectivo,SI
2723,24,316,17/06/2017,Efectivo,NO
3566,155,544,25/02/2017,Credito,SI
2244,146,197,29/01/2015,Credito,NO
592,68,151,05/06/2016,Credito,NO
3842,40,158,20/06/2019,Efectivo,SI
3179,95,264,01/10/2017,Credito,NO
2700,144,281,31/07/2015,Credito,NO
616,134,456,31/01/2017,Efectivo,SI
77,63,251,26/09/2018,Efectivo,SI
2932,141,185,30/08/2019,Credito,NO
1464,111,287,17/09/2018,Credito,SI
1394,76,261,22/06/2019,Efectivo,NO
3753,149,381,04/12/2018,Efectivo,SI
2110,127,462,24/07/2019,Credito,NO
525,103,532,26/09/2015,Credito,SI
229,142,54,03/11/2015,Credito,SI
124,100,46,07/01/2019,Credito,SI
1435,28,55,29/11/2018,Efectivo,NO
2394,88,379,29/03/2018,Efectivo,SI
2032,9,548,30/07/2016,Efectivo,NO
1790,105,324,17/07/2019,Credito,NO
2156,42,5,19/12/2019,Credito,SI
1520,14,430,10/12/2019,Efectivo,SI
1866,81,420,14/12/2015,Credito,NO
3211,132,552,18/06/2016,Credito,NO
1884,86,482,25/04/2019,Credito,NO
3882,83,552,04/06/2019,Efectivo,NO
1528,112,238,05/04/2017,Efectivo,NO
772,9,193,08/10/2019,Credito,SI
1639,67,331,16/04/2018,Credito,SI
1421,9,379,13/05/2015,Credito,NO
3940,145,357,22/11/2016,Credito,NO
223,147,166,05/12/2016,Efectivo,NO
1672,157,178,01/12/2019,Efectivo,SI
2298,96,368,31/01/2015,Credito,SI
3034,119,586,19/02/2018,Credito,NO
589,1,120,24/05/2016,Efectivo,SI
3132,143,123,02/01/2018,Credito,NO
13,107,60,01/02/2015,Credito,SI
3885,61,374,05/02/2016,Credito,NO
362,140,287,27/08/2017,Credito,SI
2201,116,433,13/01/2016,Efectivo,SI
1664,12,184,29/10/2018,Credito,SI
1186,147,316,25/10/2015,Credito,SI
50,130,562,12/09/2018,Credito,SI
1316,41,84,10/10/2015,Credito,SI
568,62,570,30/06/2015,Efectivo,SI
1660,123,283,21/12/2019,Credito,NO
3517,4,404,11/11/2015,Credito,SI
3414,96,563,31/07/2015,Efectivo,SI
987,48,263,22/03/2017,Credito,NO
1940,153,436,11/12/2019,Credito,NO
2382,48,92,27/12/2018,Credito,SI
1414,21,291,13/08/2019,Credito,SI
2920,79,444,21/03/2019,Credito,SI
527,134,95,05/12/2015,Credito,NO
2637,100,494,16/03/2017,Efectivo,NO
1167,99,270,09/01/2019,Credito,NO
2074,78,358,04/09/2016,Credito,NO
531,14,379,14/08/2018,Efectivo,NO
1652,41,495,30/12/2015,Efectivo,NO
3544,70,328,12/06/2015,Efectivo,NO
3902,57,314,11/07/2015,Credito,SI
2687,31,185,20/11/2019,Efectivo,NO
579,127,550,30/06/2018,Efectivo,NO
2060,99,91,15/05/2018,Credito,SI
3338,103,554,27/12/2017,Credito,NO
1450,11,575,28/08/2015,Efectivo,NO
3762,11,430,08/06/2016,Credito,SI
2500,24,10,22/11/2018,Credito,NO
3934,149,203,23/10/2015,Efectivo,SI
1774,45,198,14/11/2015,Credito,NO
2390,67,24,03/03/2017,Credito,SI
1648,106,410,12/10/2015,Efectivo,NO
195,139,345,02/01/2018,Credito,NO
66,148,205,21/05/2019,Credito,SI
2653,45,83,01/01/2017,Credito,NO
609,21,533,16/12/2017,Credito,SI
400,133,538,04/11/2018,Credito,NO
2281,145,446,23/11/2017,Credito,SI
1759,66,86,18/08/2016,Credito,SI
279,123,266,12/07/2016,Credito,SI
2121,97,535,04/03/2017,Credito,NO
2729,54,68,28/04/2019,Credito,NO
2649,150,112,01/10/2018,Credito,SI
3813,125,116,16/04/2019,Efectivo,SI
3488,82,405,28/01/2015,Credito,SI
2383,67,370,06/01/2018,Efectivo,NO
1728,151,405,22/08/2017,Credito,SI
801,120,281,16/01/2019,Credito,SI
3873,143,233,18/11/2015,Credito,SI
1165,17,21,12/03/2018,Credito,SI
3954,13,86,04/09/2017,Efectivo,NO
2449,98,393,28/05/2016,Efectivo,SI
1615,147,28,28/10/2018,Credito,SI
3128,113,133,03/11/2016,Efectivo,SI
2006,27,81,22/09/2016,Credito,NO
2309,76,503,09/12/2015,Credito,NO
64,63,56,29/06/2019,Efectivo,NO
25,137,552,25/04/2016,Efectivo,NO
3420,92,127,12/03/2015,Credito,NO
3096,48,314,23/09/2019,Credito,SI
1026,76,478,02/06/2019,Efectivo,NO
412,153,310,12/07/2019,Credito,NO
1387,44,80,17/08/2016,Efectivo,NO
231,14,595,24/09/2018,Credito,NO
788,41,596,03/02/2016,Efectivo,NO
1563,114,510,18/11/2016,Efectivo,SI
2348,17,437,12/01/2017,Efectivo,SI
127,148,400,28/09/2016,Credito,SI
2188,138,157,03/04/2019,Efectivo,NO
1472,137,529,31/08/2015,Credito,NO
3219,27,484,04/06/2018,Efectivo,NO
2163,58,206,21/06/2018,Credito,SI
1893,103,61,03/01/2016,Credito,SI
617,116,419,22/11/2016,Efectivo,NO
1316,69,190,29/11/2016,Efectivo,NO
1498,130,487,01/04/2019,Efectivo,SI
1397,78,592,23/02/2016,Efectivo,NO
3483,108,337,01/08/2017,Efectivo,SI
2146,11,204,18/02/2016,Efectivo,SI
3687,123,378,06/02/2018,Credito,NO
2439,82,47,08/07/2018,Efectivo,SI
537,103,360,13/04/2015,Efectivo,SI
3594,10,69,05/01/2019,Efectivo,NO
71,99,596,18/09/2018,Credito,NO
1470,74,22,09/06/2018,Efectivo,NO
905,48,179,06/11/2015,Efectivo,SI
2080,69,531,13/02/2016,Efectivo,NO
3250,118,17,13/04/2016,Efectivo,NO
2974,23,508,10/08/2015,Credito,SI
3495,128,412,05/01/2017,Efectivo,SI
2412,141,54,19/08/2018,Efectivo,NO
3786,21,346,30/12/2018,Credito,SI
3318,52,391,29/01/2015,Efectivo,NO
3982,130,572,23/10/2017,Credito,SI
2023,87,32,08/02/2017,Efectivo,SI
1920,99,537,18/02/2017,Credito,SI
2189,13,72,06/12/2019,Credito,SI
1904,45,544,02/05/2016,Efectivo,SI
3543,76,82,18/06/2019,Credito,NO
3618,135,278,15/09/2019,Credito,NO
612,81,177,03/06/2015,Credito,NO
3850,44,72,09/10/2016,Efectivo,NO
3853,95,312,02/02/2015,Credito,SI
1467,59,27,05/06/2015,Efectivo,NO
785,40,32,06/03/2017,Efectivo,SI
1913,155,189,18/10/2016,Efectivo,SI
2736,79,156,13/07/2017,Efectivo,SI
1990,157,555,18/01/2015,Efectivo,SI
1996,150,191,15/10/2019,Efectivo,NO
3988,46,577,03/06/2016,Efectivo,NO
488,21,93,09/09/2015,Efectivo,SI
2949,55,274,25/09/2019,Credito,NO
3222,151,512,02/05/2015,Credito,SI
82,83,355,09/05/2018,Credito,SI
996,86,23,17/12/2016,Credito,NO
1316,140,174,04/05/2016,Efectivo,SI
145,122,238,21/07/2016,Efectivo,SI
2504,58,165,29/01/2016,Credito,SI
1094,25,361,02/03/2016,Efectivo,NO
1786,37,476,10/06/2017,Efectivo,SI
373,26,75,25/11/2015,Efectivo,NO
201,5,173,16/04/2019,Efectivo,NO
2785,81,473,08/10/2018,Credito,SI
1659,141,247,28/03/2015,Efectivo,NO
3240,3,297,28/09/2019,Credito,NO
782,65,167,16/04/2018,Efectivo,SI
3667,106,345,13/10/2019,Credito,NO
1102,13,162,08/09/2015,Efectivo,NO
346,38,473,09/11/2016,Credito,NO
776,104,576,30/04/2017,Credito,SI
658,27,361,02/07/2019,Credito,NO
1002,141,463,06/04/2017,Efectivo,NO
2042,27,247,05/12/2018,Credito,NO
1817,12,529,18/07/2017,Credito,NO
3411,105,460,21/04/2015,Credito,SI
807,61,138,15/03/2016,Efectivo,NO
1941,138,172,07/12/2015,Efectivo,SI
2485,153,573,26/12/2017,Credito,NO
2415,111,116,11/03/2018,Efectivo,NO
1399,129,220,18/06/2016,Efectivo,SI
1530,83,468,30/09/2019,Credito,NO
2595,99,169,22/11/2018,Credito,NO
10,35,534,25/08/2015,Efectivo,SI
48,6,157,24/06/2015,Efectivo,SI
2472,82,523,23/07/2018,Efectivo,SI
1426,37,384,12/10/2015,Efectivo,SI
3090,27,227,11/07/2015,Credito,NO
139,4,578,12/02/2015,Efectivo,SI
3854,105,451,06/05/2018,Credito,SI
1757,100,263,12/03/2019,Efectivo,SI
410,43,413,15/07/2017,Efectivo,NO
2801,75,95,25/08/2018,Efectivo,NO
3642,125,217,02/01/2019,Efectivo,NO
274,122,244,06/10/2015,Credito,NO
3779,64,124,11/11/2019,Credito,NO
2753,57,556,25/11/2016,Efectivo,NO
395,41,33,13/07/2019,Credito,SI
532,147,111,14/05/2017,Efectivo,NO
3941,79,455,09/02/2018,Credito,SI
399,66,102,22/12/2017,Credito,SI
655,101,279,20/04/2018,Efectivo,SI
2317,75,95,08/05/2015,Credito,SI
126,140,533,30/12/2016,Efectivo,SI
3240,66,219,18/10/2018,Credito,NO
449,105,240,01/07/2018,Credito,NO
401,16,344,19/09/2015,Efectivo,NO
3862,125,62,30/09/2019,Efectivo,SI
2055,149,364,07/10/2017,Credito,NO
2727,23,146,06/10/2018,Credito,SI
1019,79,506,28/07/2015,Efectivo,SI
2374,89,236,23/12/2017,Credito,NO
1013,150,488,02/05/2019,Efectivo,SI
3596,105,312,01/07/2018,Efectivo,NO
1921,156,54,26/02/2017,Efectivo,SI
3164,60,415,01/09/2017,Efectivo,NO
1740,118,477,19/02/2017,Efectivo,NO
2792,44,566,18/03/2019,Efectivo,NO
3069,1,452,12/11/2015,Credito,NO
3046,1,330,29/10/2017,Efectivo,NO
1918,6,203,25/10/2019,Credito,SI
2933,153,465,20/05/2018,Credito,SI
138,139,21,23/12/2015,Efectivo,SI
727,62,593,18/09/2018,Credito,SI
3188,99,435,04/02/2018,Credito,SI
3802,51,77,01/07/2017,Efectivo,NO
2102,105,318,25/05/2016,Credito,SI
358,45,181,11/06/2018,Credito,SI
3964,110,294,23/08/2015,Credito,SI
448,111,255,22/08/2015,Credito,SI
1674,22,294,30/08/2016,Efectivo,SI
2965,35,546,12/07/2018,Efectivo,SI
3699,3,102,12/03/2016,Credito,SI
1876,119,253,16/05/2016,Efectivo,SI
2655,140,261,02/07/2016,Efectivo,SI
3205,47,170,02/07/2017,Efectivo,NO
773,59,549,13/10/2015,Credito,SI
487,78,601,06/03/2018,Credito,SI
2901,156,477,04/09/2015,Efectivo,NO
3733,149,148,26/12/2015,Credito,SI
3216,70,396,27/05/2019,Credito,SI
2242,112,229,16/01/2019,Credito,NO
1299,77,448,01/05/2015,Efectivo,NO
2254,107,16,17/06/2019,Credito,SI
1696,101,483,16/10/2015,Credito,SI
233,147,360,16/10/2016,Efectivo,NO
2612,96,127,07/05/2018,Efectivo,NO
2998,120,293,23/03/2016,Credito,SI
2693,115,440,29/01/2018,Credito,SI
2146,123,539,29/12/2019,Credito,NO
3947,26,452,29/04/2017,Efectivo,SI
674,3,203,01/02/2019,Credito,NO
1680,154,498,11/09/2019,Efectivo,NO
1516,7,468,22/01/2019,Credito,SI
190,14,470,12/11/2018,Efectivo,NO
2548,155,305,09/10/2018,Efectivo,NO
1225,45,29,20/04/2016,Efectivo,SI
3860,124,63,28/08/2018,Efectivo,NO
259,65,163,24/02/2016,Efectivo,NO
2708,102,417,10/12/2019,Credito,SI
2637,76,527,09/12/2017,Credito,NO
2175,97,403,07/07/2017,Credito,SI
464,109,464,27/07/2015,Efectivo,NO
352,84,477,19/02/2016,Credito,SI
3376,87,467,18/10/2018,Credito,NO
3769,6,338,31/07/2015,Efectivo,NO
1443,23,262,21/03/2016,Efectivo,SI
1444,77,89,10/08/2018,Efectivo,NO
3570,142,308,08/03/2015,Credito,NO
2008,69,111,23/12/2019,Credito,NO
3380,61,329,01/01/2015,Efectivo,NO
3211,81,137,03/01/2019,Credito,NO
3868,8,480,12/03/2018,Credito,NO
1661,57,37,29/10/2019,Efectivo,SI
48,125,97,19/05/2019,Efectivo,NO
3906,103,81,14/08/2016,Efectivo,NO
3766,20,97,04/05/2018,Credito,NO
1262,113,457,20/11/2015,Efectivo,NO
3150,58,460,07/10/2016,Efectivo,NO
3817,67,61,12/06/2016,Credito,SI
826,108,33,02/03/2018,Credito,SI
1159,24,149,09/03/2015,Credito,NO
1880,10,298,25/08/2018,Efectivo,NO
1746,126,263,25/05/2019,Efectivo,SI
585,21,424,20/06/2016,Efectivo,SI
3109,78,570,30/05/2015,Efectivo,NO
151,95,136,15/12/2019,Efectivo,SI
2859,47,339,13/08/2016,Credito,NO
1653,1,365,03/09/2016,Efectivo,SI
853,50,326,06/08/2015,Credito,NO
318,27,53,16/03/2018,Credito,NO
704,84,71,16/09/2015,Credito,NO
1012,117,45,23/06/2018,Credito,NO
450,131,459,25/08/2019,Efectivo,NO
716,73,304,12/06/2017,Credito,SI
3024,18,99,25/12/2019,Credito,NO
1722,77,448,26/01/2019,Credito,NO
2211,112,269,26/12/2018,Efectivo,SI
2783,127,49,26/07/2018,Credito,SI
1493,103,429,14/04/2015,Efectivo,NO
619,88,509,08/11/2015,Efectivo,SI
1002,77,74,09/01/2018,Efectivo,SI
3803,20,355,25/02/2015,Efectivo,NO
3012,29,526,23/02/2018,Credito,SI
2866,22,535,28/02/2017,Efectivo,NO
453,73,387,09/03/2018,Efectivo,NO
3673,155,112,21/10/2016,Credito,SI
3678,52,209,12/07/2019,Credito,NO
2299,22,432,05/10/2018,Efectivo,SI
2617,156,345,07/01/2019,Efectivo,NO
3852,116,158,15/01/2018,Credito,NO
